timestamp,visitorid,event,itemid,transactionid
1767994740000,817,addtocart,1183,
1767994800000,817,view,1003,
1767994800000,817,transaction,1183,100477.0
1767995100000,1053,view,1277,
1767995160000,817,view,1340,
1767995460000,817,addtocart,1340,
1767995640000,817,view,1263,
1767995640000,817,transaction,1340,100478.0
1767995820000,817,view,1150,
1767995820000,1052,view,1191,
1767995880000,841,view,1254,
1767996120000,192,view,1012,
1767996300000,992,view,1017,
1767996420000,192,view,1142,
1767997260000,404,view,1302,
1767997260000,201,view,1176,
1767997440000,66,view,1112,
1767997740000,592,view,1113,
1767997920000,1167,view,1114,
1767998520000,853,view,1266,
1767999120000,122,view,1229,
1768000200000,806,view,1086,
1768000500000,806,addtocart,1086,
1768000740000,806,view,1216,
1768001160000,806,view,1219,
1768001520000,806,view,1226,
1768002660000,1117,view,1311,
1768003020000,717,view,1156,
1768003440000,724,view,1065,
1768003740000,495,view,1001,
1768005540000,252,view,1163,
1768005840000,252,addtocart,1163,
1768005960000,252,view,1181,
1768005960000,826,view,1098,
1768005960000,252,transaction,1163,100141.0
1768006200000,252,view,1283,
1768006440000,642,view,1075,
1768006620000,252,addtocart,1283,
1768006800000,252,view,1043,
1768006860000,838,view,1073,
1768007100000,252,view,1083,
1768007220000,594,view,1307,
1768007580000,374,view,1164,
1768007700000,999,view,1185,
1768007880000,999,view,1175,
1768008060000,999,view,1093,
1768008180000,999,view,1183,
1768008300000,692,view,1003,
1768008540000,692,view,1328,
1768008660000,692,view,1023,
1768008840000,692,view,1298,
1768009140000,692,view,1008,
1768009200000,764,view,1033,
1768009260000,692,addtocart,1008,
1768009380000,980,view,1067,
1768009380000,828,view,1277,
1768009380000,810,view,1123,
1768010220000,654,view,1272,
1768010460000,1161,view,1070,
1768010760000,631,view,1231,
1768011180000,631,view,1208,
1768011360000,631,view,1011,
1768011600000,16,view,1041,
1768011780000,631,view,1161,
1768012020000,631,view,1021,
1768012140000,1090,view,1250,
1768012500000,245,view,1139,
1768012560000,939,view,1322,
1768012800000,939,view,1237,
1768012800000,1075,view,1122,
1768012860000,939,addtocart,1237,
1768012980000,939,transaction,1237,100537.0
1768013040000,1075,addtocart,1122,
1768013340000,1075,view,1085,
1768013640000,1075,view,1082,
1768015080000,1017,view,1185,
1768015380000,479,view,1065,
1768015440000,734,view,1005,
1768015440000,539,view,1081,
1768015740000,819,view,1118,
1768015980000,794,view,1236,
1768015980000,1092,view,1019,
1768016100000,1092,addtocart,1019,
1768016160000,819,view,1288,
1768016160000,848,view,1165,
1768016220000,819,view,1108,
1768016280000,1092,view,1239,
1768017060000,1085,view,1337,
1768017300000,847,view,1087,
1768018020000,1010,view,1052,
1768018200000,107,view,1121,
1768019100000,237,view,1312,
1768019400000,1000,view,1023,
1768020480000,236,view,1124,
1768021200000,871,view,1115,
1768021800000,99,view,1187,
1768021980000,653,view,1147,
1768022160000,549,view,1192,
1768022280000,653,view,1066,
1768022520000,488,view,1097,
1768022700000,653,view,1136,
1768022820000,1127,view,1028,
1768023000000,653,view,1236,
1768023240000,653,view,1247,
1768024200000,961,view,1117,
1768024260000,1062,view,1287,
1768024980000,593,view,1069,
1768025040000,438,view,1323,
1768025100000,4,view,1175,
1768025220000,633,view,1117,
1768025340000,292,view,1229,
1768026900000,292,view,1317,
1768027560000,1191,view,1012,
1768027860000,946,view,1088,
1768027920000,805,view,1170,
1768027920000,590,view,1262,
1768028340000,135,view,1093,
1768028580000,411,view,1240,
1768028700000,642,view,1337,
1768028820000,61,view,1215,
1768028880000,411,view,1310,
1768028940000,411,addtocart,1310,
1768029000000,411,view,1020,
1768029000000,411,transaction,1310,100226.0
1768029720000,1191,view,1009,
1768031100000,681,view,1243,
1768031340000,279,view,1219,
1768033200000,491,view,1135,
1768033260000,861,view,1342,
1768033440000,861,view,1132,
1768033500000,491,view,1089,
1768033500000,861,view,1172,
1768033680000,491,view,1305,
1768033680000,998,view,1192,
1768033920000,861,view,1200,
1768033980000,641,view,1334,
1768034100000,491,view,1289,
1768034460000,996,view,1224,
1768034460000,806,view,1007,
1768034640000,274,view,1146,
1768035360000,332,view,1051,
1768035600000,259,view,1266,
1768035780000,332,view,1045,
1768036020000,332,view,1235,
1768036080000,332,view,1141,
1768036380000,332,view,1151,
1768037520000,685,view,1348,
1768037640000,765,view,1150,
1768037820000,883,view,1243,
1768037940000,1005,view,1202,
1768039620000,87,view,1305,
1768039740000,1038,view,1036,
1768039860000,87,view,1145,
1768039980000,87,view,1297,
1768040040000,225,view,1218,
1768040100000,87,addtocart,1297,
1768040100000,579,view,1219,
1768040280000,87,transaction,1297,100049.0
1768040580000,746,view,1251,
1768041180000,171,view,1161,
1768041480000,1145,view,1130,
1768042920000,657,view,1196,
1768043280000,657,view,1001,
1768043400000,657,view,1101,
1768043520000,602,view,1020,
1768046700000,982,view,1114,
1768046820000,911,view,1072,
1768047780000,525,view,1272,
1768048980000,452,view,1343,
1768048980000,668,view,1286,
1768049280000,103,view,1174,
1768050120000,962,view,1309,
1768050480000,331,view,1262,
1768050540000,962,view,1159,
1768050660000,220,view,1034,
1768050720000,962,view,1339,
1768050840000,774,view,1245,
1768050900000,833,view,1293,
1768051020000,962,view,1039,
1768051200000,774,addtocart,1245,
1768051260000,962,view,1207,
1768051260000,774,view,1275,
1768051500000,774,view,1010,
1768051800000,774,view,1280,
1768051920000,440,view,1312,
1768051980000,440,view,1075,
1768052100000,774,view,1060,
1768052280000,911,view,1220,
1768052280000,440,view,1065,
1768052580000,1105,view,1197,
1768052700000,440,addtocart,1065,
1768053000000,440,view,1225,
1768053060000,1169,view,1048,
1768053300000,830,view,1326,
1768053300000,1027,view,1340,
1768053840000,645,view,1235,
1768054020000,563,view,1137,
1768054080000,876,view,1035,
1768054380000,563,view,1208,
1768054800000,563,view,1288,
1768054800000,684,view,1111,
1768054860000,139,view,1001,
1768055040000,599,view,1138,
1768056240000,383,view,1177,
1768056540000,212,view,1303,
1768057380000,696,view,1023,
1768057920000,642,view,1041,
1768058160000,642,view,1141,
1768058280000,772,view,1255,
1768058400000,772,addtocart,1255,
1768058460000,642,view,1348,
1768058700000,772,view,1165,
1768058760000,1033,view,1108,
1768058820000,772,addtocart,1165,
1768058880000,772,view,1083,
1768058880000,994,view,1127,
1768058940000,772,view,1153,
1768059060000,670,view,1175,
1768059360000,670,view,1125,
1768059720000,670,view,1195,
1768059900000,1036,view,1137,
1768060020000,1036,view,1287,
1768060020000,1118,view,1082,
1768060140000,839,view,1088,
1768061220000,124,view,1051,
1768061580000,124,addtocart,1051,
1768061700000,124,view,1287,
1768062000000,124,addtocart,1287,
1768062060000,761,view,1233,
1768062240000,352,view,1179,
1768062300000,124,view,1111,
1768062420000,124,addtocart,1111,
1768063440000,1183,view,1319,
1768063620000,85,view,1222,
1768063620000,1155,view,1047,
1768064460000,385,view,1089,
1768065060000,140,view,1028,
1768066140000,695,view,1002,
1768066440000,618,view,1347,
1768066620000,195,view,1264,
1768066680000,618,view,1297,
1768066800000,2,view,1141,
1768066860000,618,view,1253,
1768067160000,2,addtocart,1141,
1768067220000,2,view,1324,
1768067280000,618,view,1053,
1768067400000,2,view,1244,
1768067520000,2,view,1121,
1768067640000,2,view,1111,
1768067640000,618,view,1033,
1768067760000,439,view,1110,
1768067880000,444,view,1004,
1768068240000,828,view,1075,
1768068240000,395,view,1146,
1768068360000,569,view,1150,
1768068600000,395,view,1337,
1768068900000,395,addtocart,1337,
1768069200000,395,view,1266,
1768069320000,562,view,1191,
1768069380000,13,view,1348,
1768069500000,395,view,1037,
1768070760000,856,view,1122,
1768071120000,856,view,1232,
1768071360000,856,view,1042,
1768071480000,1058,view,1013,
1768071540000,443,view,1215,
1768071660000,856,view,1171,
1768071780000,443,view,1014,
1768071840000,1058,view,1000,
1768072080000,1058,view,1140,
1768072260000,1040,view,1151,
1768072320000,1040,view,1323,
1768072440000,1058,view,1060,
1768072440000,990,view,1279,
1768072560000,675,view,1049,
1768072620000,1058,view,1293,
1768072680000,1040,addtocart,1323,
1768072860000,1040,view,1111,
1768072980000,130,view,1178,
1768073040000,1040,view,1021,
1768073280000,613,view,1277,
1768073460000,414,view,1014,
1768074060000,253,view,1106,
1768074300000,1167,view,1045,
1768074840000,383,view,1122,
1768074960000,40,view,1291,
1768075320000,1045,view,1039,
1768076940000,986,view,1110,
1768077060000,668,view,1214,
1768077120000,248,view,1292,
1768077420000,668,addtocart,1214,
1768077540000,668,view,1134,
1768077540000,888,view,1212,
1768077780000,668,view,1344,
1768078020000,668,addtocart,1344,
1768078200000,668,view,1094,
1768078260000,1134,view,1070,
1768078260000,560,view,1063,
1768078500000,560,view,1123,
1768078620000,668,addtocart,1094,
1768078680000,560,view,1140,
1768078860000,560,view,1013,
1768078860000,668,view,1054,
1768078920000,560,view,1260,
1768078920000,681,view,1318,
1768079100000,642,view,1026,
1768080060000,401,view,1096,
1768080240000,799,view,1261,
1768080900000,623,view,1146,
1768081260000,623,view,1166,
1768081380000,623,view,1326,
1768081560000,592,view,1250,
1768081620000,623,addtocart,1326,
1768081860000,623,transaction,1326,100364.0
1768082580000,60,view,1068,
1768082580000,399,view,1005,
1768082580000,98,view,1311,
1768082760000,60,view,1055,
1768083000000,98,view,1031,
1768083300000,98,view,1161,
1768083780000,1151,view,1201,
1768083780000,38,view,1187,
1768083960000,672,view,1085,
1768084560000,131,view,1029,
1768084560000,666,view,1004,
1768084800000,886,view,1293,
1768084860000,182,view,1104,
1768085040000,806,view,1077,
1768085640000,248,view,1221,
1768086120000,1171,view,1251,
1768086300000,1171,view,1327,
1768086480000,1171,view,1301,
1768086600000,514,view,1205,
1768086660000,1171,view,1057,
1768087020000,1171,view,1041,
1768088280000,641,view,1086,
1768088640000,641,addtocart,1086,
1768088760000,641,view,1265,
1768088760000,641,transaction,1086,100373.0
1768089240000,91,view,1027,
1768089360000,434,view,1287,
1768089540000,381,view,1016,
1768089840000,406,view,1152,
1768089840000,381,addtocart,1016,
1768089960000,406,view,1007,
1768090080000,381,view,1166,
1768090260000,406,view,1217,
1768090320000,406,view,1197,
1768090320000,352,view,1309,
1768090560000,1067,view,1161,
1768090620000,352,view,1159,
1768090740000,396,view,1099,
1768090860000,95,view,1122,
1768090980000,1167,view,1216,
1768090980000,295,view,1117,
1768091160000,64,view,1232,
1768091340000,1167,view,1341,
1768091460000,1167,view,1081,
1768091520000,417,view,1212,
1768091640000,1063,view,1114,
1768092180000,997,view,1073,
1768092420000,560,view,1304,
1768092600000,997,view,1343,
1768092720000,997,view,1013,
1768092780000,868,view,1147,
1768093080000,1132,view,1108,
1768093140000,997,view,1287,
1768093200000,319,view,1155,
1768093380000,673,view,1277,
1768093500000,997,view,1197,
1768093740000,673,addtocart,1277,
1768093920000,562,view,1067,
1768093980000,673,view,1270,
1768094040000,944,view,1278,
1768094340000,673,view,1137,
1768094640000,673,addtocart,1137,
1768094700000,673,view,1250,
1768095060000,116,view,1033,
1768095240000,116,addtocart,1033,
1768095540000,116,view,1243,
1768095660000,632,view,1344,
1768095780000,632,view,1172,
1768095960000,116,view,1203,
1768096140000,116,addtocart,1203,
1768096140000,632,view,1122,
1768097520000,744,view,1130,
1768097940000,561,view,1255,
1768098120000,561,addtocart,1255,
1768098180000,561,transaction,1255,100335.0
1768098180000,561,view,1120,
1768098240000,561,view,1005,
1768098540000,561,addtocart,1005,
1768098780000,561,view,1035,
1768098780000,631,view,1262,
1768098840000,430,view,1100,
1768099380000,710,view,1306,
1768099620000,710,view,1286,
1768100040000,710,view,1056,
1768100220000,85,view,1241,
1768100220000,710,view,1192,
1768100340000,504,view,1220,
1768100820000,311,view,1122,
1768101120000,856,view,1161,
1768101180000,766,view,1147,
1768101420000,856,addtocart,1161,
1768101480000,856,view,1042,
1768101720000,128,view,1077,
1768101840000,856,view,1141,
1768103700000,1054,view,1164,
1768104840000,1013,view,1188,
1768105980000,862,view,1233,
1768105980000,393,view,1329,
1768106160000,393,view,1182,
1768106940000,54,view,1190,
1768107360000,1186,view,1166,
1768107720000,47,view,1039,
1768109220000,462,view,1021,
1768109400000,1039,view,1129,
1768109520000,542,view,1200,
1768109580000,462,view,1141,
1768109760000,462,view,1131,
1768109940000,462,view,1121,
1768110060000,462,view,1031,
1768110120000,262,view,1223,
1768110240000,1043,view,1007,
1768110600000,478,view,1097,
1768111080000,464,view,1267,
1768111140000,742,view,1102,
1768111200000,742,addtocart,1102,
1768111320000,742,transaction,1102,100431.0
1768111320000,464,view,1077,
1768111320000,742,view,1142,
1768111500000,742,view,1052,
1768111740000,464,addtocart,1077,
1768111860000,742,addtocart,1052,
1768111920000,636,view,1288,
1768111980000,464,transaction,1077,100251.0
1768111980000,742,view,1139,
1768111980000,464,view,1327,
1768111980000,742,transaction,1052,100432.0
1768112040000,742,view,1072,
1768112160000,742,addtocart,1072,
1768113660000,568,view,1339,
1768113660000,422,view,1225,
1768114140000,893,view,1191,
1768114680000,839,view,1265,
1768114980000,395,view,1100,
1768115100000,839,view,1047,
1768115340000,839,view,1215,
1768115700000,674,view,1315,
1768115760000,839,view,1187,
1768115880000,839,view,1317,
1768116900000,941,view,1197,
1768117140000,974,view,1026,
1768117260000,692,view,1023,
1768117260000,948,view,1020,
1768117800000,1032,view,1229,
1768117860000,687,view,1150,
1768117920000,308,view,1280,
1768118400000,781,view,1228,
1768119000000,120,view,1283,
1768119660000,314,view,1136,
1768119840000,314,view,1186,
1768120020000,314,view,1346,
1768120140000,314,view,1129,
1768120560000,314,view,1156,
1768120620000,540,view,1291,
1768120800000,540,addtocart,1291,
1768120860000,540,view,1071,
1768121040000,492,view,1316,
1768121160000,931,view,1216,
1768121220000,1159,view,1063,
1768121580000,931,addtocart,1216,
1768121700000,164,view,1308,
1768121700000,931,view,1176,
1768121880000,931,view,1256,
1768122000000,931,view,1110,
1768122120000,387,view,1341,
1768123080000,640,view,1016,
1768123440000,125,view,1194,
1768123620000,1076,view,1319,
1768124280000,175,view,1334,
1768124520000,175,view,1033,
1768124640000,472,view,1088,
1768124820000,175,addtocart,1033,
1768125120000,175,transaction,1033,100102.0
1768125120000,175,view,1063,
1768125180000,827,view,1095,
1768125360000,175,view,1143,
1768125360000,1114,view,1153,
1768125540000,1114,view,1255,
1768125600000,1114,addtocart,1255,
1768125780000,1114,view,1145,
1768125960000,1140,view,1190,
1768126860000,244,view,1164,
1768126980000,138,view,1191,
1768127040000,244,view,1054,
1768127100000,541,view,1123,
1768127280000,244,view,1244,
1768127580000,868,view,1151,
1768127940000,868,view,1011,
1768128300000,868,view,1181,
1768128420000,868,view,1223,
1768128960000,371,view,1229,
1768129140000,448,view,1027,
1768129200000,448,view,1007,
1768129380000,1125,view,1149,
1768129620000,448,addtocart,1007,
1768129740000,448,view,1331,
1768129980000,636,view,1236,
1768130040000,448,view,1247,
1768130040000,219,view,1193,
1768131120000,626,view,1348,
1768132140000,281,view,1237,
1768134600000,426,view,1188,
1768135380000,498,view,1141,
1768135740000,498,view,1253,
1768136040000,498,view,1001,
1768136340000,498,addtocart,1001,
1768136640000,498,transaction,1001,100287.0
1768136940000,312,view,1225,
1768137120000,740,view,1202,
1768137840000,202,view,1109,
1768138080000,229,view,1306,
1768138560000,157,view,1254,
1768138680000,854,view,1169,
1768138800000,854,view,1185,
1768139220000,854,view,1315,
1768139640000,854,view,1059,
1768139940000,854,addtocart,1059,
1768140060000,854,view,1139,
1768140060000,854,transaction,1059,100497.0
1768140120000,1166,view,1096,
1768140240000,102,view,1121,
1768140360000,55,view,1228,
1768140420000,909,view,1074,
1768140720000,909,view,1230,
1768140780000,55,view,1334,
1768141020000,909,view,1024,
1768141140000,909,view,1150,
1768141200000,55,addtocart,1334,
1768141200000,882,view,1248,
1768141260000,55,view,1018,
1768141440000,909,addtocart,1150,
1768141560000,796,view,1106,
1768141680000,909,view,1130,
1768141680000,55,addtocart,1018,
1768141860000,55,view,1348,
1768141980000,80,view,1120,
1768142160000,311,view,1085,
1768142940000,666,view,1028,
1768143180000,178,view,1321,
1768144620000,1071,view,1282,
1768145160000,668,view,1205,
1768145460000,203,view,1295,
1768146420000,1084,view,1090,
1768146600000,1084,view,1157,
1768146900000,1084,view,1297,
1768147200000,1084,view,1197,
1768147380000,1084,addtocart,1197,
1768147380000,409,view,1072,
1768147440000,409,view,1082,
1768147500000,1084,transaction,1197,100613.0
1768147500000,1084,view,1067,
1768147620000,409,view,1300,
1768147980000,123,view,1077,
1768147980000,409,view,1062,
1768148040000,13,view,1266,
1768148220000,893,view,1129,
1768148280000,13,view,1326,
1768148280000,409,addtocart,1062,
1768148400000,359,view,1173,
1768148520000,13,view,1231,
1768148580000,669,view,1018,
1768148760000,331,view,1285,
1768148820000,636,view,1228,
1768148880000,369,view,1313,
1768149120000,852,view,1332,
1768149660000,443,view,1024,
1768150020000,443,view,1254,
1768150080000,882,view,1197,
1768150260000,152,view,1174,
1768151280000,1021,view,1084,
1768152120000,15,view,1023,
1768152240000,987,view,1075,
1768152300000,166,view,1209,
1768152420000,1140,view,1146,
1768152540000,1140,view,1056,
1768152600000,257,view,1309,
1768152660000,1140,view,1018,
1768153080000,1140,addtocart,1018,
1768153260000,859,view,1139,
1768153380000,401,view,1320,
1768153380000,1140,view,1208,
1768153500000,401,view,1309,
1768153620000,1140,addtocart,1208,
1768153800000,401,view,1260,
1768153920000,1140,view,1318,
1768154400000,423,view,1187,
1768154460000,842,view,1039,
1768154820000,842,view,1325,
1768154880000,653,view,1278,
1768154880000,497,view,1026,
1768154880000,842,view,1159,
1768155000000,842,view,1135,
1768155120000,497,view,1236,
1768155300000,842,addtocart,1135,
1768155420000,497,view,1050,
1768155540000,541,view,1142,
1768155600000,842,transaction,1135,100492.0
1768155600000,541,view,1212,
1768155600000,497,view,1036,
1768155960000,541,view,1253,
1768156020000,541,view,1012,
1768156320000,541,view,1103,
1768156320000,1008,view,1258,
1768156320000,343,view,1320,
1768156920000,610,view,1114,
1768157100000,990,view,1000,
1768157820000,517,view,1033,
1768157820000,620,view,1007,
1768158780000,385,view,1000,
1768159080000,385,view,1120,
1768159260000,385,addtocart,1120,
1768159980000,269,view,1227,
1768159980000,638,view,1196,
1768160280000,808,view,1099,
1768160340000,638,addtocart,1196,
1768160400000,638,view,1333,
1768160520000,236,view,1032,
1768160520000,1077,view,1300,
1768160700000,748,view,1322,
1768160700000,638,view,1096,
1768160880000,1033,view,1007,
1768162620000,1078,view,1203,
1768162740000,136,view,1263,
1768163100000,683,view,1140,
1768163280000,525,view,1094,
1768163520000,934,view,1039,
1768163640000,241,view,1301,
1768163820000,39,view,1141,
1768164060000,39,view,1221,
1768164060000,227,view,1317,
1768164180000,361,view,1323,
1768164240000,361,view,1063,
1768164420000,115,view,1049,
1768164720000,1111,view,1184,
1768164840000,115,view,1139,
1768164840000,1111,view,1276,
1768164900000,115,view,1059,
1768165020000,1111,view,1316,
1768165320000,1111,view,1096,
1768165560000,670,view,1053,
1768165560000,1111,view,1296,
1768166520000,905,view,1328,
1768166580000,674,view,1153,
1768167420000,428,view,1252,
1768167600000,841,view,1318,
1768168380000,322,view,1238,
1768168560000,1114,view,1037,
1768168740000,603,view,1194,
1768168860000,1142,view,1178,
1768169160000,1142,view,1216,
1768169220000,624,view,1305,
1768169340000,1142,view,1118,
1768169460000,381,view,1203,
1768169460000,624,addtocart,1305,
1768169520000,624,view,1313,
1768169640000,310,view,1195,
1768169700000,258,view,1107,
1768169820000,1062,view,1118,
1768169820000,106,view,1182,
1768169820000,624,view,1035,
1768169880000,628,view,1344,
1768170000000,106,view,1082,
1768170060000,624,view,1033,
1768170120000,106,addtocart,1082,
1768170240000,106,view,1035,
1768170300000,624,view,1325,
1768170360000,106,addtocart,1035,
1768170420000,980,view,1220,
1768170420000,884,view,1339,
1768170600000,729,view,1130,
1768170660000,106,view,1172,
1768170660000,624,addtocart,1325,
1768172100000,234,view,1056,
1768172160000,234,addtocart,1056,
1768172220000,234,view,1228,
1768172220000,507,view,1017,
1768172400000,234,view,1208,
1768172820000,234,addtocart,1208,
1768172880000,234,view,1086,
1768173120000,641,view,1154,
1768173240000,1176,view,1076,
1768173240000,817,view,1113,
1768173300000,234,view,1298,
1768173600000,1082,view,1130,
1768173840000,674,view,1098,
1768173960000,109,view,1039,
1768174200000,800,view,1256,
1768174440000,375,view,1333,
1768174500000,800,view,1141,
1768174740000,800,view,1091,
1768174860000,495,view,1210,
1768175100000,961,view,1257,
1768175400000,961,view,1324,
1768175460000,783,view,1023,
1768175520000,561,view,1206,
1768175700000,961,view,1144,
1768175760000,382,view,1156,
1768175820000,961,view,1107,
1768176240000,739,view,1335,
1768176720000,591,view,1289,
1768176780000,228,view,1184,
1768177200000,874,view,1000,
1768177500000,1081,view,1179,
1768177500000,1124,view,1300,
1768178280000,751,view,1039,
1768178340000,768,view,1190,
1768178520000,990,view,1122,
1768178640000,893,view,1140,
1768178640000,768,view,1140,
1768178700000,768,view,1080,
1768178880000,8,view,1071,
1768179000000,768,view,1322,
1768179000000,182,view,1024,
1768179120000,768,addtocart,1322,
1768179240000,873,view,1167,
1768179360000,873,view,1077,
1768179420000,182,view,1014,
1768179540000,182,view,1196,
1768179600000,873,addtocart,1077,
1768179660000,873,view,1129,
1768179780000,182,view,1286,
1768180500000,945,view,1315,
1768180680000,858,view,1176,
1768181460000,985,view,1185,
1768181460000,164,view,1245,
1768181460000,91,view,1328,
1768184220000,1154,view,1235,
1768184340000,1195,view,1277,
1768184520000,881,view,1058,
1768184580000,881,view,1107,
1768184940000,649,view,1313,
1768185000000,881,view,1188,
1768185300000,118,view,1088,
1768185360000,881,view,1218,
1768185540000,883,view,1329,
1768185600000,881,view,1268,
1768185840000,977,view,1049,
1768185840000,883,view,1249,
1768186020000,1078,view,1045,
1768186140000,977,addtocart,1049,
1768186140000,1073,view,1292,
1768186260000,1078,view,1025,
1768186260000,977,transaction,1049,100562.0
1768186260000,977,view,1234,
1768187520000,583,view,1086,
1768188780000,1147,view,1240,
1768189380000,192,view,1176,
1768189680000,850,view,1140,
1768189680000,876,view,1229,
1768189740000,1048,view,1296,
1768190100000,876,view,1054,
1768190400000,876,view,1314,
1768190700000,876,addtocart,1314,
1768190880000,876,view,1014,
1768190880000,695,view,1020,
1768190880000,324,view,1298,
1768191060000,1152,view,1102,
1768191120000,410,view,1053,
1768191840000,534,view,1282,
1768191960000,202,view,1248,
1768191960000,136,view,1065,
1768192320000,287,view,1327,
1768192620000,620,view,1273,
1768192740000,323,view,1114,
1768192980000,323,view,1194,
1768193340000,323,view,1124,
1768193820000,134,view,1140,
1768194060000,883,view,1161,
1768194120000,7,view,1234,
1768195500000,636,view,1069,
1768195800000,275,view,1165,
1768195800000,14,view,1205,
1768196400000,1138,view,1023,
1768197960000,1042,view,1234,
1768197960000,210,view,1299,
1768198200000,210,view,1119,
1768198320000,356,view,1065,
1768198380000,746,view,1134,
1768198380000,210,view,1002,
1768198500000,702,view,1218,
1768198920000,868,view,1336,
1768199280000,25,view,1272,
1768199880000,678,view,1171,
1768200180000,435,view,1125,
1768200420000,584,view,1230,
1768200600000,827,view,1289,
1768201200000,390,view,1271,
1768201380000,430,view,1292,
1768201740000,430,view,1284,
1768201860000,430,view,1114,
1768202100000,886,view,1348,
1768202160000,430,view,1282,
1768202280000,430,view,1182,
1768202520000,886,view,1026,
1768202580000,886,addtocart,1026,
1768202880000,886,view,1318,
1768202880000,886,transaction,1026,100513.0
1768202940000,976,view,1065,
1768203060000,886,view,1086,
1768203120000,886,addtocart,1086,
1768203240000,976,view,1152,
1768203420000,976,view,1095,
1768203480000,976,addtocart,1095,
1768203480000,753,view,1238,
1768203540000,839,view,1006,
1768203660000,976,view,1062,
1768203660000,976,transaction,1095,100561.0
1768203780000,976,view,1042,
1768203780000,682,view,1065,
1768204380000,800,view,1026,
1768204440000,800,view,1076,
1768204680000,800,view,1246,
1768204680000,1064,view,1342,
1768205040000,562,view,1112,
1768205100000,800,view,1276,
1768205340000,800,addtocart,1276,
1768205460000,903,view,1327,
1768205640000,800,transaction,1276,100465.0
1768205880000,88,view,1287,
1768206300000,974,view,1175,
1768206660000,1101,view,1104,
1768207080000,1101,view,1144,
1768207260000,1175,view,1107,
1768207320000,1091,view,1222,
1768207620000,13,view,1095,
1768207740000,574,view,1275,
1768207980000,574,view,1135,
1768208160000,601,view,1203,
1768208280000,574,view,1199,
1768208580000,574,addtocart,1199,
1768208700000,574,transaction,1199,100343.0
1768208700000,574,view,1209,
1768208760000,59,view,1247,
1768208760000,574,view,1075,
1768208820000,347,view,1221,
1768208940000,201,view,1162,
1768209120000,59,view,1027,
1768209180000,416,view,1089,
1768209660000,342,view,1209,
1768209660000,987,view,1161,
1768210380000,909,view,1093,
1768211280000,1054,view,1149,
1768211940000,101,view,1290,
1768212840000,111,view,1074,
1768212960000,111,view,1206,
1768213320000,111,view,1086,
1768213680000,203,view,1198,
1768213920000,203,view,1262,
1768213980000,203,view,1282,
1768214040000,38,view,1314,
1768214280000,134,view,1257,
1768214400000,203,view,1188,
1768215120000,585,view,1125,
1768216620000,723,view,1172,
1768216920000,1133,view,1341,
1768217400000,828,view,1183,
1768217520000,302,view,1178,
1768217640000,302,view,1063,
1768218000000,302,view,1008,
1768218060000,302,addtocart,1008,
1768218180000,780,view,1155,
1768218240000,629,view,1292,
1768218780000,347,view,1244,
1768219740000,38,view,1096,
1768220040000,488,view,1050,
1768221600000,435,view,1347,
1768221720000,435,view,1307,
1768221780000,435,view,1205,
1768221960000,44,view,1207,
1768221960000,623,view,1229,
1768222080000,435,view,1197,
1768222440000,435,addtocart,1197,
1768222680000,435,view,1145,
1768222860000,108,view,1218,
1768222920000,435,addtocart,1145,
1768222980000,725,view,1324,
1768223160000,222,view,1025,
1768225320000,667,view,1199,
1768225500000,194,view,1236,
1768225560000,422,view,1053,
1768225860000,510,view,1019,
1768228140000,35,view,1296,
1768228560000,561,view,1312,
1768228680000,110,view,1070,
1768229040000,465,view,1053,
1768230060000,583,view,1135,
1768230480000,728,view,1138,
1768231260000,769,view,1298,
1768231860000,1097,view,1111,
1768231920000,236,view,1277,
1768232100000,1097,view,1125,
1768232100000,718,view,1029,
1768232280000,1097,view,1175,
1768232340000,50,view,1241,
1768232400000,1097,view,1275,
1768232940000,600,view,1319,
1768233000000,600,addtocart,1319,
1768233120000,1170,view,1006,
1768233180000,600,view,1034,
1768233240000,600,view,1214,
1768233300000,273,view,1069,
1768233660000,621,view,1229,
1768234080000,1013,view,1034,
1768234200000,581,view,1122,
1768234260000,133,view,1182,
1768234380000,1013,view,1186,
1768234620000,133,view,1047,
1768234680000,1013,addtocart,1186,
1768234920000,1013,view,1296,
1768235040000,133,view,1087,
1768235280000,133,addtocart,1087,
1768236600000,692,view,1292,
1768236780000,745,view,1036,
1768236900000,745,view,1230,
1768237200000,745,view,1090,
1768237260000,213,view,1043,
1768237560000,745,view,1146,
1768237680000,745,view,1160,
1768237920000,624,view,1252,
1768238460000,448,view,1164,
1768239300000,1164,view,1045,
1768239480000,1164,addtocart,1045,
1768239540000,1164,view,1230,
1768239540000,1070,view,1030,
1768241520000,1056,view,1191,
1768242240000,356,view,1165,
1768242300000,631,view,1272,
1768242720000,317,view,1247,
1768242960000,304,view,1323,
1768243140000,304,view,1263,
1768243140000,554,view,1330,
1768243260000,106,view,1097,
1768243500000,304,view,1186,
1768243560000,554,view,1000,
1768243740000,304,view,1126,
1768243980000,554,view,1320,
1768243980000,1083,view,1338,
1768244160000,554,view,1222,
1768244400000,145,view,1075,
1768244460000,554,addtocart,1222,
1768244760000,136,view,1301,
1768244880000,883,view,1166,
1768245000000,614,view,1061,
1768245240000,1104,view,1156,
1768245240000,614,addtocart,1061,
1768245360000,614,view,1321,
1768245360000,614,transaction,1061,100358.0
1768245600000,614,addtocart,1321,
